Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
"The Taj Mahal Palace, Mumbai",4.7,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹31,815"
Empire Royale Hotel,4.3,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Restaurant,Kitchen in some rooms,Full-service laundry,NA,"₹1,744"
Colaba Suites | Colaba | Mumbai,3.4,mumbai,Free Wi-Fi,Parking ($),Pool,Restaurant,Full-service laundry,NA,NA,NA,NA,"₹1,764"
Grand Hyatt Mumbai Hotel & Residences,4.5,mumbai,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹13,570"
Hotel Residency,3.9,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹4,123"
Royal Palms Villas with Private Pool,4.0,mumbai,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹13,284"
Shahana Guest House,3.1,mumbai,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Full-service laundry,NA,NA,NA,NA,₹630
Courtyard by Marriott Mumbai International Airport,4.4,mumbai,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,098"
Hotel Milan International,3.9,mumbai,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,380"
SAINA RESORT,3.6,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Accessible,Kid-friendly,"₹5,191"
Hotel Diplomat,3.8,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,992"
Aquarium Hotel Sahara Star,4.6,mumbai,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen in some rooms,"₹9,755"
Qubestay Airport Capsule Hotel And Hostel,4.1,mumbai,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,NA,NA,NA,"₹1,273"
Citizen Hotel,4.1,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,"₹5,843"
Stay Villa Dormitory (for Male and Female),5.0,mumbai,Bungalow,Sleeps 28,28 bedrooms,7 bathrooms,Air conditioning,Kid-friendly,Kitchen,Smoke-free,No fitness center,₹953
JW Marriott Mumbai Sahar,4.6,mumbai,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,701"
The Leela Mumbai - Resort Style Business Hotel,4.5,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹11,399"
Hotel Cliffton,4.2,mumbai,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹3,931"
"Hotel Solitaire, Mumbai",3.9,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹4,432"
Hiranandani gardens powai@22nd floor,2.0,mumbai,Apartment,Sleeps 4,1 bedroom,1 bathroom,35 sq m,NA,NA,NA,NA,"₹7,425"
JW Marriott Mumbai Sahar,4.6,mumbai,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹14,160"
Oriental Residency,4.0,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹4,049"
Radisson Lucknow City Center,4.3,lucknow,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,152"
Cygnett Park Di- Arch - Lucknow,4.0,lucknow,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,"₹5,240"
Hyatt Regency Lucknow,4.4,lucknow,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,480"
Radisson Lucknow City Center,4.3,lucknow,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,068"
The Regnant,4.2,lucknow,Breakfast ($),Free Wi-Fi,Parking ($),Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹2,994"
Lucknow Condominium,2.3,lucknow,Apartment,Sleeps 6,3 bedrooms,3 bathrooms,4 sq m,Kitchen,NA,NA,NA,"₹3,938"
Hilton Garden Inn Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹4,812"
Taj Mahal Lucknow,4.6,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹12,321"
Fairfield by Marriott Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹6,293"
Fortune Park BBD - Hotel in Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,202"
GREEN HOME STAY - Standard Double Room,NA,lucknow,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Kid-friendly,Crib,Fitness center,"₹2,217"
Hotel Millenia Regency Lucknow,4.2,lucknow,Free breakfast,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Kid-friendly,"₹2,845"
The Grand Radiant-3 Star Hotel in Lucknow,4.0,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,397"
Hotel Levana,4.0,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,NA
"Luxury n Cozy BR , Couple Friendly, Business",NA,lucknow,Villa,Sleeps 8,2 bedrooms,1 bathroom,16 sq m,NA,NA,NA,NA,"₹1,654"
Comfort Inn,4.1,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,331"
Golden Tulip Lucknow,4.2,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,268"
Ginger Lucknow,4.0,lucknow,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,438"
Hotel Golden Orchid,4.0,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹3,038"
The Grand JBR,4.1,lucknow,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,535"
HOTEL MANHATTEN GRAND,4.4,lucknow,Breakfast ($),Free Wi-Fi,Free parking,Pool,Bar,Restaurant,Room service,Full-service laundry,Business center,"₹2,520"
Hotel Aryan,3.8,lucknow,2-star hotel,Free Wi-Fi,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,₹587
Comfort Hotel Vista,4.6,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹4,822"
La Casa Residency,4.6,lucknow,Breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,757"
Vivanta Kolkata EM Bypass,4.4,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹2,068"
The Park Hotel,4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,190"
Vivanta Kolkata EM Bypass,4.4,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Pet-friendly,Fitness center,Bar,"₹2,203"
"The Oberoi Grand, Kolkata",4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,795"
Palli Bangla Resort & Spa Private Limited,4.4,kolkata,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,269"
Golden Parkk Hotel,4.0,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Spa,Bar,Restaurant,Room service,"₹3,790"
Aster Guest House Kolkata,4.0,kolkata,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Parking,Restaurant,Full-service laundry,Kid-friendly,NA,"₹2,883"
Bubble Beds Kolkata,4.3,kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Business center,₹862
Aristro Club,4.0,kolkata,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Restaurant,Room service,"₹1,973"
HOTEL ORCHID INN,4.2,kolkata,Free Wi-Fi,Parking ($),Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,NA,NA,"₹1,027"
backpackers park,4.0,kolkata,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,076"
Hotel Platinum,3.9,kolkata,3-star hotel,Free breakfast,Wi-Fi,Outdoor pool,Air conditioning,Pet-friendly,Restaurant,Kitchen in some rooms,Full-service laundry,"₹1,294"
"The Manor House, Kolkata",4.4,kolkata,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹3,800"
Hotel RituIvy,4.2,kolkata,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,182"
Hotel Golden Palace (a Unit Of Ksh Projects Pvt Ltd),4.3,kolkata,2-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,273"
Hotel Pan Asia Continental (A Unit Of Sharda Resources Limited),4.1,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,337"
The Panash (Hotel and Banquets),4.4,kolkata,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹2,509"
Hotel Emirates,4.0,kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,828"
The Aster Heritage,4.7,kolkata,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Business center,Kid-friendly,"₹2,778"
Windsor Suites,4.3,kolkata,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹3,528"
"Studio at Central Kolkata, Wellington |New Market",4.3,kolkata,Sleeps 4,1 bedroom,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,No crib,"₹3,458"
Calcutta Bungalow| Heritage Rooms,4.9,kolkata,Sleeps 13,6 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,"₹7,838"
"The Oberoi Grand, Kolkata",4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,795"
Hotel RituIvy,4.2,kolkata,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,182"
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,132"
Radisson Bengaluru City Center,4.4,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹12,520"
Kadackal Farmhouse | Rooms & Pool,4.2,bangalore,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,"₹3,811"
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,bangalore,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,438"
Aakara Leisure Villa,NA,bangalore,Sleeps 18,3 bedrooms,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,No crib,"₹3,333"
Kings Palace Manyata,3.2,bangalore,Sleeps 8,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,₹891
Radisson Blu Atria Bengaluru,4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,421"
Prestige Residency,3.1,bangalore,Free Wi-Fi,Breakfast,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,₹609
Hotel TAP Paradise,3.4,bangalore,1-star hotel,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,₹539
AMC Comforts | Suites & Rooms,4.1,bangalore,Sleeps 12,4 bedrooms,Air conditioning,Elevator,Fireplace,Fitness center,Kitchen,Cable TV,Paid parking,"₹2,821"
Holiday Inn Express & Suites Bengaluru OMR,4.4,bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹4,922"
Guhantara,3.7,bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Restaurant,Full-service laundry,"₹5,236"
Regenta Inn Grand Koramangala,4.6,bangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,293"
The Signature Inn,3.8,bangalore,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,₹770
Palm Meadows Resort,4.5,bangalore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pools,Hot tub,Air conditioning,Fitness center,Spa,"₹7,280"
Lemon Tree Premier Ulsoor Lake Bengaluru,3.9,bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,273"
Area 83,4.1,bangalore,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Room service,Full-service laundry,Accessible,Kid-friendly,NA,NA
SAP Golden Grande,4.0,bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,₹827
Capital O Royal Wood Premier Near Sri Someshwara Swami Temple,3.7,bangalore,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,Smoke-free property,NA,₹989
ROYAL STAR HOTEL,4.2,bangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,013"
Bangalore Gate Hotel & Conferences,4.1,bangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,552"
"Holiday Inn Bengaluru Racecourse, an IHG Hotel",4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹6,606"
Radisson Blu Atria Bengaluru,4.4,bangalore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,300"
Grand Mercure Bangalore,4.5,bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹15,611"
Novotel Hyderabad Airport,4.6,hyderabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹10,029"
Trident Hotel Hyderabad,4.5,hyderabad,5-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹10,974"
Amrutha Castle,4.0,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Restaurant,"₹3,376"
The Wilderness Retreat,4.0,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹5,564"
Hotel Rainbow International Shamshabad Airport Road,3.9,hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,₹860
OYO Ritesh Grand,3.4,hyderabad,2-star hotel,Breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,₹460
Capital O 10225 Wild Wings Hotel Near Omni Hospital Lane Nagole main road,3.9,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,217"
Hyderabad Marriott Hotel & Convention Centre,4.4,hyderabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,840"
Taramati Baradari Resort,4.1,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,520"
ISKCON Hyderabad,4.7,hyderabad,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA
Taj Falaknuma Palace,4.7,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹58,410"
Hotel Belsons Taj Mahal,3.9,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,097"
RESTEL STUDIO FLATS,4.2,hyderabad,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,434"
Mrugavani Resort & Spa,4.3,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pools,Air conditioning,Spa,Restaurant,Room service,NA
Citadel Hotels & Conventions By Vinnca,4.4,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Accessible,"₹5,064"
Le Meridien Hyderabad,4.4,hyderabad,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹10,222"
Hotel Maya Deluxe,3.9,hyderabad,3-star hotel,Free Wi-Fi,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,₹820
"Manasarovar The Fern, Hyderabad",4.1,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,NA
Zibe Hyderabad by GRT Hotels,4.5,hyderabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,575"
Boston Living,4.1,hyderabad,Breakfast ($),Free Wi-Fi,Parking,Air conditioning,Fitness center,Restaurant,Kitchen in some rooms,Full-service laundry,Accessible,NA
Luxury House in Hyderabad With Chef and Driver,5.0,hyderabad,Sleeps 6,3 bedrooms,4 bathrooms,Kitchen,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,"₹10,111"
Reverie Cottage (Entire Villa),3.9,hyderabad,Sleeps 12,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹29,326"
Minerva Grand - Kompally,4.3,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,Full-service laundry,"₹5,944"
Minerva Grand,4.1,hyderabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,013"
Villa Du Ocean,3.9,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹4,914"
Hotel Jayaram,4.1,pondicherry,2-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,652"
HOMESTAY HOTEL LA VILLA PONDI CHÉRIE GUESTHOUSE ROOMS,4.3,pondicherry,Breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,₹904
Aashikha Farm House,4.8,pondicherry,Breakfast ($),Free Wi-Fi,Free parking,Pools,Air conditioning,Pet-friendly,Room service,Kitchen in some rooms,Airport shuttle,"₹1,974"
La Grrande Malar - The Boutique Hotel Pondicherry,4.4,pondicherry,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹2,344"
Esparan Heritage,4.3,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,047"
La Maison Pondichéry - Heritage Guesthouse,4.4,pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,209"
Hotel Ram International,3.9,pondicherry,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹1,918"
Raj Residency,4.2,pondicherry,1-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,593"
Hotel D'Inn,3.6,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,061"
Prince Park Farm House,3.9,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,258"
Sea Side Guest House,4.5,pondicherry,4-star hotel,Free breakfast,Wi-Fi,Air conditioning,Beach access,Restaurant,Full-service laundry,Kid-friendly,NA,NA
Hotel Atithi,4.2,pondicherry,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Bar,Restaurant,NA
A La Villa Creole,4.2,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,709"
Hotel Annamalai International,4.0,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,516"
Lotus Comfort- A Pondy Hotel,3.6,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,734"
Villa Bordeaux,4.1,pondicherry,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,NA,NA,NA,"₹1,898"
Hotel Jayaram,4.1,pondicherry,2-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,268"
Villa Sentosa,4.1,pondicherry,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,NA,"₹2,341"
Lotus Bay View Hotel,3.5,pondicherry,2-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Beach access,Restaurant,Room service,Kitchen in some rooms,"₹3,588"
Villa Helena,4.5,pondicherry,Sleeps 10,4 bedrooms,3 bathrooms,Air conditioning,Airport shuttle,Smoke-free,Free Wi-Fi,No beach access,No elevator,"₹6,720"
Her View I Luxe Room & Kitchen,3.2,pondicherry,Sleeps 12,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No beach access,No crib,"₹3,306"
Hotel Le Royal Park,4.1,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,586"
Prince Park Farm House,3.9,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹3,074"
Hotel Chanakya,4.2,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹6,070"
The Red Velvet Hotel Samarpan,4.6,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,253"
Hotel Fortune..,3.6,patna,3-star hotel,Free Wi-Fi,Parking,Pool,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹1,194"
Hotel Bodhi Tree - Best Hotel in Patna | Hotels Near Patna junction Railway Station and Patna airport,4.1,patna,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,409"
The Panache Banquets,4.4,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJ RESORT,4.5,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghar Aangan Resort,3.9,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,"₹2,902"
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4.0,patna,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹4,564"
The Park Pride,4.2,patna,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹2,321"
Vatika Premier Hotel,4.2,patna,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,NA
Hotel Aurelia Pearl,4.7,patna,Breakfast ($),Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,NA,"₹1,820"
Hotel Gargee Grand | Best Hotel in Patna,4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,956"
