Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
DoubleTree by Hilton Ahmedabad,4.5,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6271.0
Hotel The Grand Radhey,4.5,ahmedabad,Free Wi-Fi,Pool,Kitchen,Full-service laundry,0,0,0,0,0,1403.0
Ramada by Wyndham Ahmedabad,5.0,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680.0
BloomSuites | Ahmedabad,4.2,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4510.0
Eulogia Inn,4.3,ahmedabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Fitness center,Restaurant,Room service,Full-service laundry,Accessible,4301.0
"Hotel The Lotus Park Ellisbridge, Paldi, Ahmedabad",4.1,ahmedabad,3-star hotel,Breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Business center,Smoke-free,2204.0
Courtyard by Marriott Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9128.0
Deewanji Ni Haveli | Rooms & Restaurant,2.8,ahmedabad,Sleeps 12,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,4893.0
Hotel G Express,4.2,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3578.0
Pristine Residency,4.2,ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3672.0
Hotel Sapphire Opposite Golden Temple,4.1,amritsar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2469.0
HOTEL AVISTA LIFESTYLE,4.6,amritsar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1309.0
Fairfield by Marriott Amritsar,4.3,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6097.0
Hyatt Regency Amritsar,4.3,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,8315.0
Hotel Apple Tree,4.6,amritsar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1200.0
"The Fern Residency, Amritsar",3.9,amritsar,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,3798.0
Fabhotels - Hotel Le Golden,3.8,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1301.0
Treehouse London Street Amritsar,4.1,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,2326.0
"Taj Swarna, Amritsar",4.4,amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11065.0
Regenta Place Amritsar,4.2,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4391.0
Madpackers Amritsar,4.4,amritsar,Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0,776.0
HolidayVilla Amritsar,4.9,amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,2455.0
Hotel Golden Lagoon Amritsar,4.3,amritsar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,3304.0
Hotel Amritsar International,4.0,amritsar,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1900.0
Hotel Anchit - Walking Distance To Golden Temple,4.4,amritsar,Breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Full-service laundry,Smoke-free,0,0,1176.0
goSTOPS Amritsar Chatiwind Gate,4.6,amritsar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,806.0
Hk Backpackers Hostel-Luxury Dormitory,3.4,amritsar,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,0,0,577.0
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6153.0
Hotel Grand Fortune,4.4,amritsar,0,0,0,0,0,0,0,0,0,2666.0
The Bougainvillea,4.2,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3304.0
"Serenity Bangla, Amritsar",4.2,amritsar,Sleeps 4,1 bedroom,Air conditioning,Fireplace,Kitchen,Free parking,Free Wi-Fi,No crib,No elevator,2485.0
Paradise Stays near Golden Temple,4.4,amritsar,Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free parking,Free Wi-Fi,No crib,No elevator,1318.0
The Landmark Amritsar : Near Golden Temple,4.3,amritsar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,3581.0
Hotel Golden Lagoon Amritsar,4.3,amritsar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,3357.0
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2472.0
Grand Marian Hotel,4.1,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2662.0
Radisson Blu Hotel MBD Ludhiana,4.4,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6260.0
Hotel Brown,3.5,ludhiana,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,903.0
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2472.0
Hotel Maharaja Regency,4.4,ludhiana,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service,4792.0
Hyatt Regency Ludhiana,4.4,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11271.0
Clarks Inn Express Ludhiana,4.7,ludhiana,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,0,5107.0
Hotel Ludhiana Regency,4.2,ludhiana,Breakfast,Free Wi-Fi,Free parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,2016.0
Hotel The Retro Regency,4.4,ludhiana,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1619.0
Grand Marian Hotel,4.1,ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2662.0
Regenta Central Klassik,4.3,ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4847.0
Leo Fort Hotel,3.9,ludhiana,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,2735.0
Park Plaza Ludhiana,4.2,ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,10375.0
Keys Select Ludhiana - By Lemon Tree Hotels,3.9,ludhiana,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4244.0
The Stories,4.0,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,2976.0
HOTEL PALM VIEW,4.7,ludhiana,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Kid-friendly,Smoke-free,0,1566.0
Hotel Royal Maple ( Hotel & Resort ),4.2,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,1869.0
Hotel Nagpal REGENCY,3.9,ludhiana,3-star hotel,Breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2666.0
Hotel Sidana Solitaires,3.9,ludhiana,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,1404.0
Crystal Palace,3.9,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2923.0
Hotel Samrat Heavens,3.6,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2034.0
Garden City Resorts | Rooms & Restaurant,3.8,meerut,Sleeps 9,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,No crib,No fitness center,2760.0
Hotel DownTown,4.1,meerut,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Smoke-free,0,0,0,0,947.0
Crystal Palace,3.9,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2367.0
Hotel travel inn,3.5,meerut,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,0,1170.0
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,858.0
Hotel Samrat Heavens,3.6,meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2034.0
The Grand Alora | Best Family Restaurent in Meerut,4.7,meerut,0,0,0,0,0,0,0,0,0,2492.0
TIVOLI IMPERIAL RESORT,4.1,meerut,0,0,0,0,0,0,0,0,0,1803.0
Hotel Metro Regency,3.7,meerut,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,0,0,1327.0
3rd Milestone,4.4,meerut,0,0,0,0,0,0,0,0,0,2870.0
Hotel MJ,3.0,meerut,Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0,599.0
Green Serene Abode,4.9,meerut,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Accessible,Kid-friendly,2652.0
-,3.9,meerut,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,4680.0
Hotel Metro Regency,3.7,meerut,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,0,0,1370.0
Hotel Beubelle,4.4,meerut,0,0,0,0,0,0,0,0,0,2621.0
Grand Mercure Vadodara Surya Palace,4.4,vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4237.0
Royal Orchid Central,4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3001.0
Best Western Alkapuri,4.0,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,1468.0
Shagun Residency,3.5,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,963.0
Hotel Ideal vadodara,3.9,vadodara,3-star hotel,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,876.0
Hotel Royal Vadodara,3.4,vadodara,2-star hotel,Breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,907.0
Four Points by Sheraton Vadodara,4.2,vadodara,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3907.0
Grand Mercure Vadodara Surya Palace,4.4,vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4223.0
Effotel By Sayaji Vadodara,4.4,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2874.0
7 Apple Hotel - Vadodara,4.4,vadodara,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Accessible,1352.0
Royal Orchid Central,4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3001.0
Hotel Express Residency,4.2,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3106.0
The Oasis Hotel,4.1,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2242.0
Sayaji Hotel Vadodara,4.4,vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5282.0
Lords Inn Vadodara,4.0,vadodara,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2825.0
President Hotel,4.1,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2312.0
Fairfield by Marriott Vadodara,4.3,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5667.0
Laxminarayan Club & Resort,4.4,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,5200.0
Eastin Residences Vadodara,4.3,vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,3246.0
"Hotel apple grand and grand darshan restaurant - Best Hotels, Family Hotel, Luxury Hotels In Vadodara",4.4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2014.0
The Oasis Hotel,4.1,vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2242.0
Le Roi Raipur Hotel,4.1,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1834.0
Hotel Shivam Residency,3.9,raipur,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,1291.0
Hotel Meera,3.8,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,981.0
"Tulip Arena | Hotel, Club & Events by SGL |",4.6,raipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2586.0
Hotel Shivam Residency,3.9,raipur,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,1255.0
"Hotel Singhania Sarovar Portico,Raipur",4.1,raipur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4032.0
Le Roi Raipur Hotel,4.1,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1834.0
Aloha City Stay,4.0,raipur,2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,950.0
Hyatt Raipur,4.3,raipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6188.0
Club Paraiso,4.3,raipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3239.0
Sayaji Hotel Raipur,4.3,raipur,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4306.0
Shri Shiva Palace,3.7,raipur,3-star hotel,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,0,736.0
Hotel Grand Canyon,3.9,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4225.0
"Babylon Capital, Raipur",4.2,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry,4635.0
Citrus Prime Raipur,4.2,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2544.0
Hotel Vennington Court,4.0,raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3654.0
"Babylon International, Raipur",4.1,raipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,3903.0
Hotel Shanti Home,3.4,raipur,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1391.0
Hotel Punjab Palace,4.0,raipur,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1679.0
Hotel Simran,4.0,raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1588.0
The Downton Hotel,4.0,raipur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,Airport shuttle,3417.0
GOLDEN HOTEL (Boutique Hotel),4.0,raipur,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,0,0,0,1972.0
KVR Capitol Suites,4.7,vijayawada,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Full-service laundry,Business center,Kid-friendly,0,1937.0
"PARK IRIS HOTELS, Vijayawada",4.0,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Full-service laundry,0,0,0,2100.0
Hotel Sree Vasudev,4.2,vijayawada,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Accessible,0,491.0
KODELA GROUP OF COMPANIES,4.9,vijayawada,0,0,0,0,0,0,0,0,0,673.0
"Lemon Tree Premier,Vijayawada",4.4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen,4949.0
Hotel Kosala,4.3,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1497.0
Hotel Mamata,3.5,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,944.0
Mango Hotels Vybrant,4.1,vijayawada,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2589.0
New Continental Park Hotel,3.9,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2115.0
The Eden Park Boutique Hotel,4.4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,2056.0
Hotel SK Riverfront,4.2,vijayawada,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1533.0
Hotel Manorama,3.9,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2747.0
HOTEL MINERVA,4.1,vijayawada,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,0,1531.0
"PARK IRIS HOTELS, Vijayawada",4.0,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Full-service laundry,0,0,0,2041.0
"Red Fox Hotel, Vijayawada",4.0,vijayawada,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3090.0
Hotel Sai Rama,4.4,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,1188.0
M HOTEL,3.8,vijayawada,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,1236.0
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1901.0
Hotel Minerva Grand Vijayawada,4.0,vijayawada,4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3696.0
Domineer-Athidhi Devo Bhava,4.3,vijayawada,Apartment,Sleeps 3,1 bedroom,Air conditioning,Elevator,Fireplace,Fitness center,Cable TV,Paid parking,6360.0
Hotel G Square Vijayawada,3.6,vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Full-service laundry,Kid-friendly,0,1908.0
Sky Ridge,4.6,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,0,2616.0
Ibis Coimbatore City Centre,4.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3472.0
Hash Six Hotels,4.2,coimbatore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3779.0
Hotel Grand Palace,4.0,coimbatore,3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Restaurant,Room service,Airport shuttle,Full-service laundry,1310.0
IVY Residency,4.4,coimbatore,Free Wi-Fi,Free parking,Air conditioning,0,0,0,0,0,0,1310.0
"Crystal Lake Suites, Coimbatore",4.7,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,1806.0
Sugam Hotel Pvt Ltd,3.2,coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Room service,Full-service laundry,Kid-friendly,0,0,0,650.0
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1568.0
Hotel Vintage Castle,4.4,coimbatore,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,0,1512.0
Hotel Kooloth Lake View Residency,3.5,coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,881.0
Dwaraka inn,4.2,coimbatore,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Kitchen,Airport shuttle,1175.0
SRI KAMADHENU RESIDENCY,4.7,coimbatore,Breakfast,Free Wi-Fi,Free parking,Kitchen,Airport shuttle,Full-service laundry,Accessible,0,0,1339.0
Hotel Lovely Nest,4.0,coimbatore,Breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,923.0
Plaza Inn,4.0,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1620.0
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",4.1,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2086.0
Hotel Chanma International,3.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1077.0
HOTEL RAAMUS,3.6,coimbatore,1-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,1119.0
Ibis Coimbatore City Centre,4.4,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3461.0
iStay - Hotels in Coimbatore,4.3,coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2689.0
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,coimbatore,5-star hotel,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5695.0
Hotel Kiscol Grands,4.2,coimbatore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,2835.0
Blue Stones Service Apartments,3.2,coimbatore,Sleeps 15,4 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,1795.0
SARVAM SERVICED APARTMENT,4.2,coimbatore,Sleeps 10,4 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2225.0
JK Hotels Coimbatore,4.4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Accessible,2302.0
The Orbis Hotel,3.8,coimbatore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2290.0
Green Palms Hotel,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry,3988.0
The Roseman Hotel & Suites,4.3,ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2186.0
The Roseman Hotel & Suites,4.3,ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1792.0
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),3.1,ghaziabad,Sleeps 3,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2205.0
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,ghaziabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8399.0
