Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Hotel Himalayan Resort,4.1,srinagar,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen in some rooms,"₹3,920"
Hotel New Green View Srinagar (Ghulam),3.8,srinagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹723
Asian Park Hotel,3.8,srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,456"
The victory (A Boutique Hotel),4.0,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹3,686"
"Eagle Resort, Srinagar",NA,srinagar,House,Sleeps 3,1 bedroom,1 bathroom,2 beds,Airport shuttle,Balcony,Crib,Fitness center,"₹1,997"
Hotel Sultan Residency,4.6,srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,848"
Hotel Royal Heritage,4.2,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹3,935"
Nathh residency - Family Room with Balcony,NA,srinagar,House,Sleeps 6,1 bedroom,1 bathroom,2 beds,Balcony,Crib,Fitness center,Heating,"₹1,510"
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹5,142"
Floating Heritage Group,3.9,srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹1,344"
Hotel Kashmir Inn,3.9,srinagar,2-star hotel,Free Wi-Fi,Parking ($),Pool,Breakfast,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,₹826
Hotel Merlin Palace,4.8,srinagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,344"
Hotel Kashmir Hilltown,3.8,srinagar,3-star hotel,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,"₹1,700"
Hotel Zaryab,4.7,srinagar,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹5,679"
Hotel Meridien,4.0,srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹3,632"
Hotel Lake Scene,3.4,srinagar,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹664
"The Orchard Retreat & Spa, Srinagar",4.3,srinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹14,172"
Radisson Hotel Srinagar,4.1,srinagar,3-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Spa,Restaurant,Room service,"₹14,160"
Centre Point,4.2,jamshedpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,480"
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,jamshedpur,Free Wi-Fi,Pool,Restaurant,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹1,762"
The Cruze,4.2,jamshedpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹5,664"
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,jamshedpur,3-star hotel,Free breakfast,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,384"
The Bizton,4.5,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹5,550"
Adarsh Guest House,4.5,jamshedpur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,₹448
2bhk flat for rent in sakchi jamshedpur,NA,jamshedpur,Apartment,Sleeps 4,1 bedroom,2 bathrooms,5 beds,Air conditioning,Balcony,Kitchen,Smoke-free,₹856
Ramada by Wyndham Jamshedpur,4.2,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,008"
The Onyx Hotel - Hotel in Jamshedpur,4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,284"
Hotel Trax International,4.7,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,972"
The Altira Hotel,4.1,jamshedpur,3-star hotel,Breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,477"
NOVANTA JAMSHEDPUR,4.4,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹6,689"
"The Villa, Jamshedpur",4.5,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA
The Alcor Hotel,4.3,jamshedpur,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Bar,NA
Ginger Jamshedpur,4.0,jamshedpur,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,135"
"The Sonnet, Jamshedpur",4.3,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,554"
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,668"
Madhuban Motel,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,726"
Capsule Pod Hotel,4.4,jamshedpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,073"
Hotel Chandra,4.1,jamshedpur,2-star hotel,Breakfast ($),Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Business center,Kid-friendly,Smoke-free property,₹729
Hotel Grand Residency,4.0,jamshedpur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹2,281"
Adarsh lodge - Budget Double Room,NA,jamshedpur,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Kid-friendly,Smoke-free,Cable TV,₹600
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,jamshedpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,142"
Gyani's Hotel,4.6,jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free property,"₹1,779"
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,158"
Hotel Ambience,3.9,gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,191"
Hotel Solitaire Inn,3.9,gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free property,"₹1,372"
Radisson Gwalior,4.3,gwalior,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹6,160"
"Hotel Landmark, Gwalior",4.0,gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,NA
Hotel Countryside,3.1,gwalior,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,230"
The Empire Resort,4.3,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen in some rooms,"₹2,785"
Clarks Inn Suites Gwalior,4.4,gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,"₹4,280"
The Moziac Hotel,4.0,gwalior,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Spa,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,116"
"Taj Usha Kiran Palace, Gwalior",4.5,gwalior,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹20,894"
Imperial Golf Resort and Wedding Lawns,4.5,gwalior,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹12,458"
Hotel Gold Inn,3.9,gwalior,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Smoke-free property,NA,NA,"₹2,034"
Hotel Ambience,3.9,gwalior,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,191"
Hotel Anand Palace,3.7,gwalior,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,119"
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,gwalior,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,116"
Royal Sunrise Resort,3.9,gwalior,Free Wi-Fi,Parking,Outdoor pool,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,"₹3,232"
Krishnam Guest House,4.0,gwalior,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,115"
Hotel Centella,4.1,gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,"₹2,567"
Chaitanya Kalyan Guest House,3.7,gwalior,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹672
Dera Haveli Heritage Homestay,4.3,gwalior,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹4,312"
Govind Niwas Home Stay,2.6,gwalior,Sleeps 8,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹1,304"
Home's,NA,gwalior,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Balcony,Heating,Ironing board,"₹2,013"
Clarks Inn Suites Gwalior,4.4,gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,"₹4,622"
The Central Park Hotel,3.9,gwalior,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹5,641"
Treebo Trend Baby Pearl,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,909"
Hotel Gouri Inn,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,225"
Hotel Regency,4.1,amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free property,NA,₹969
The Grand Mehfil,4.3,amravati,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹4,021"
Maniratna Resort,4.0,amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,588"
Hotel Rangoli Pearl,4.1,amravati,1-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹3,130"
The Grand Mehfil,3.9,amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,880"
Hotel Gouri Inn,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹1,940"
Empire Stay,4.5,amravati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,808"
Point Mansarovar,3.9,amravati,Free breakfast,Free Wi-Fi,Parking,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA
Hotel Four Season,3.5,amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,973"
The Prime Park,4.3,amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹3,394"
Treebo Trend Baby Pearl,3.9,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,904"
Hotel Vandu International,4.0,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,526"
Hotel Rajdhani,4.0,amravati,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,NA,NA,"₹1,568"
Sikchi Resort,4.2,amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,NA
Up & Above,3.9,amravati,Free breakfast,Free Wi-Fi,Parking,Pool,Bar,Restaurant,Full-service laundry,Kid-friendly,NA,NA
Hotel Excel Executive,3.8,amravati,3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,"₹1,830"
Hotel Mehfil INN,3.8,amravati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Landmark Continental,3.9,amravati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,NA
Avame 2BHK Fully Luxurious Flat In Amravati Middle Of City,NA,amravati,House,Sleeps 5,1 bedroom,2 bathrooms,2 beds,Air conditioning,Balcony,Heating,Kitchen,NA
Avame Private Room Fully Ac Near Amravati Railway Station And MIDC,NA,amravati,House,Sleeps 5,1 bedroom,2 bathrooms,2 beds,Air conditioning,Balcony,Kitchen,Pet-friendly,NA
Hotel Regency,4.1,amravati,3-star hotel,Free breakfast,Free parking,Wi-Fi,Room service,Full-service laundry,Kid-friendly,Smoke-free property,NA,"₹1,276"
Hotel Rangoli Pearl,4.1,amravati,1-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹3,130"
"The Peerless Inn, Durgapur",4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹2,589"
The Citi Residenci Hotel,4.2,durgapur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Fitness center,Spa,Bar,Restaurant,Room service,"₹2,576"
The Citi Residenci Hotel,4.2,durgapur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Fitness center,Spa,Bar,Restaurant,Room service,"₹2,473"
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,durgapur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,881"
HOTEL GALAXY INN,3.6,durgapur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,₹795
"The Peerless Inn, Durgapur",4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹2,589"
The Damodar Retreat,4.6,durgapur,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹2,183"
Banerjee Inn- City Centre,4.1,durgapur,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹1,764"
City International Hotel,3.8,durgapur,3-star hotel,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,NA,NA,"₹1,518"
Morvee Hotels Durgapur,4.4,durgapur,Free breakfast,Free Wi-Fi,Parking ($),Spa,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹2,245"
Kalpana Inn,4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,223"
The Spices,4.0,durgapur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,663"
Hotel Steel Regency,3.6,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,039"
Hotel Astor,4.3,durgapur,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Business center,"₹1,992"
Park prime hotel,3.9,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,388"
OJAS HOTEL & RESORT,4.4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,985"
Hotel Delta Suites,4.2,durgapur,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,durgapur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,280"
Hotel ASTOR,4.5,durgapur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹2,047"
Riviera Resort Durgapur,4.5,durgapur,Kid-friendly,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delta Suites,3.9,durgapur,Apartment,Sleeps 10,4 bedrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,NA
OYO Flagship 813319 Urvashi Guest House,3.1,durgapur,Apartment,Sleeps 3,1 bedroom,Air conditioning,Free Wi-Fi,No airport shuttle,No beach access,No elevator,No fireplace,NA
Morvee Hotels Durgapur,4.4,durgapur,Free breakfast,Free Wi-Fi,Parking ($),Spa,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹2,245"
OJAS HOTEL & RESORT,4.4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,046"
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free breakfast,Free Wi-Fi,Parking ($),Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Business center,"₹2,304"
Treebo Trend Archie Regency,4.0,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹2,205"
Radisson Blu Hotel Ranchi,4.5,ranchi,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹8,047"
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,ranchi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Parking,Restaurant,Room service,Kid-friendly,NA,"₹2,426"
Park Prime Ranchi,4.0,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹3,931"
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free breakfast,Free Wi-Fi,Parking ($),Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Business center,"₹2,304"
Hotel Meera,4.2,ranchi,Free Wi-Fi,Pool,Air conditioning,Full-service laundry,Kid-friendly,NA,NA,NA,NA,₹645
Namaste Ranchi- HillView (An Independent Bunglow),NA,ranchi,Sleeps 8,1 bedroom,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,No crib,"₹11,200"
The Royal Retreat,4.2,ranchi,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,140"
Maplewood Hotel,4.1,ranchi,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹3,121"
Hotel Kuber Palace,4.6,ranchi,1-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹1,120"
Hotel Fountain,4.3,ranchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,680"
Samargarh Resorts and hotel,3.9,ranchi,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,"₹2,654"
The Cennet Ranchi,4.4,ranchi,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,160"
Hotel Sohrai inn,4.5,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,317"
Chanakya BNR Hotel,4.4,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹7,116"
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,"₹3,087"
Capitol Hill,4.3,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹6,318"
Divisha The Bali Resort,4.9,ranchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,₹840
Divisha Hotel Marina,4.7,ranchi,Free breakfast,Free Wi-Fi,Parking ($),Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,"₹1,624"
"Le Lac Sarovar Portico, Ranchi",4.2,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹7,056"
Cozy Getaway Homestay - Double Room,NA,ranchi,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Balcony,Kid-friendly,Kitchen,Smoke-free,₹448
Hotel AVN Grand,4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹5,600"
The Royal Retreat,4.2,ranchi,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,255"
Treebo Trend Lalaji'S Executive,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,444"
Treebo Trend Admiral Suites,3.5,aurangabad,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹2,451"
Zostel Aurangabad,4.4,aurangabad,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Smoke-free property,NA,NA,NA,NA,"₹1,219"
MTDC Aurangabad Resort,3.8,aurangabad,Free breakfast,Parking,Pool,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,NA,"₹1,680"
Hotel Royal Regency,3.7,aurangabad,2-star hotel,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,₹914
Hotel Modi Samrat,4.3,aurangabad,2-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Smoke-free property,"₹1,263"
Ginger Aurangabad,4.0,aurangabad,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹2,799"
Hotel J P International,3.7,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,513"
Hotel Holiday Era Lodging,3.5,aurangabad,2-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,₹871
7 Apple Hotel - Aurangabad,4.0,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly,"₹2,244"
Hotel Holiday Pride,4.2,aurangabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹1,813"
Hotel The Sky Court,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,836"
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,aurangabad,5-star hotel,Breakfast ($),Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹9,636"
"Ambassador Ajanta Hotel, Aurangabad",4.2,aurangabad,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,322"
"The Fern Residency, Aurangabad",4.1,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹4,928"
Aurangabad Gymkhana Club Hotel,4.1,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Bar,"₹2,573"
Hotel Grand Ecotel,4.2,aurangabad,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,204"
Hotel kartiki,4.0,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹1,087"
Lemon Tree Hotel,4.2,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹6,215"
Enrise By Sayaji,4.2,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹3,348"
Asia Lodge - Standard Double Room,NA,aurangabad,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Crib,Fitness center,Ironing board,Cable TV,₹605
"Adyeshwari Home Stays, Aurangabad",NA,aurangabad,House,Sleeps 4,2 bedrooms,2 bathrooms,3 beds,Air conditioning,Crib,Fitness center,Heating,"₹1,812"
The Manor Hotel,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,566"
Radhika Ex,3.9,aurangabad,Breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Kid-friendly,Smoke-free property,NA,"₹2,357"
