Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
"Manasarovar The Fern, Hyderabad",4.1,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,NA
Country Club Begumpet Hyderabad,4.2,hyderabad,Free Wi-Fi,Parking,Outdoor pool,Restaurant,Room service,Full-service laundry,NA,NA,NA,NA
RESTEL STUDIO FLATS,4.2,hyderabad,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,576"
Ellaa Hotel,4.8,hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹4,349"
Zibe Hyderabad by GRT Hotels,4.5,hyderabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,520"
Ananya Eco Resorts,3.9,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kid-friendly,NA,NA,NA,"₹3,808"
Hotel Daspalla Hyderabad,4.2,hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,446"
Capital O Jubilee Banjara Suites Near City Center Mall,3.2,hyderabad,Apartment,Sleeps 4,2 bedrooms,Air conditioning,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator,"₹1,044"
Luxury House in Hyderabad With Chef and Driver,5.0,hyderabad,Sleeps 6,3 bedrooms,4 bathrooms,Kitchen,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,"₹10,115"
"Taj Krishna, Hyderabad",4.5,hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹11,800"
The Wilderness Retreat,4.0,hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹5,668"
Treebo Trend South Avenue With Roadside View,3.8,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹9,558"
The Bull Boutique Hotel,4.3,pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹4,129"
Aashikha Farm House,4.8,pondicherry,Breakfast ($),Free Wi-Fi,Free parking,Pools,Air conditioning,Pet-friendly,Room service,Kitchen in some rooms,Airport shuttle,"₹1,974"
HOMESTAY HOTEL LA VILLA PONDI CHÉRIE GUESTHOUSE ROOMS,4.3,pondicherry,Breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,₹904
La Grrande Malar - The Boutique Hotel Pondicherry,4.4,pondicherry,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹2,344"
Treebo Trend Grace Inn,4.2,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹9,698"
Hotel Bon Sejour,3.8,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹4,415"
Esparan Heritage,4.3,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,990"
La Maison Pondichéry - Heritage Guesthouse,4.4,pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,846"
Lotus Comfort- A Pondy Hotel,3.6,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,734"
Pleasant Inn,3.9,pondicherry,1-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹1,016"
A La Villa Creole,4.2,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,659"
Hotel Le Royal Park,4.1,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹3,415"
Raj Residency,4.2,pondicherry,1-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,593"
Hotel Ram International,3.9,pondicherry,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹1,939"
Prince Park Farm House,3.9,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,258"
Sea Side Guest House,4.5,pondicherry,4-star hotel,Free breakfast,Wi-Fi,Air conditioning,Beach access,Restaurant,Full-service laundry,Kid-friendly,NA,NA
Hotel D'Inn,3.6,pondicherry,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹1,190"
Hotel Atithi,4.2,pondicherry,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Bar,Restaurant,NA
Hotel Annamalai International,4.0,pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹3,724"
Nomad House,4.5,pondicherry,Free Wi-Fi,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,NA,"₹1,381"
Villa Sentosa,4.1,pondicherry,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,NA,"₹2,168"
Her View I Luxe Room & Kitchen,3.2,pondicherry,Sleeps 12,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No beach access,No crib,"₹3,306"
Maison Petite Singapore,3.9,pondicherry,House,Sleeps 10,5 bedrooms,5 bathrooms,Air conditioning,Smoke-free,Free parking,Free Wi-Fi,No airport shuttle,"₹2,521"
Hotel Gargee Grand | Best Hotel in Patna,4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,956"
HOTEL AMALFI GRAND,4.1,patna,4-star hotel,Breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹4,004"
Hotel Fortune..,3.6,patna,3-star hotel,Free Wi-Fi,Parking,Pool,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹1,200"
HOTEL AMALFI GRAND,4.1,patna,4-star hotel,Breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,935"
Hotel Bodhi Tree - Best Hotel in Patna | Hotels Near Patna junction Railway Station and Patna airport,4.1,patna,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,438"
"Lemon Tree Premier, Patna",4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹6,472"
The Panache Banquets,4.4,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4.0,patna,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹4,662"
Vatika Premier Hotel,4.2,patna,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,NA
Hotel Gargee Grand | Best Hotel in Patna,4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹4,956"
RAJ RESORT,4.5,patna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghar Aangan Resort,3.9,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,"₹2,902"
The Park Pride,4.2,patna,Free breakfast,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹2,837"
"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",4.0,patna,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹1,712"
Buddha Heritage,4.0,patna,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,015"
Hotel Maurya,4.3,patna,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹10,112"
Hotel Mundrika Deluxe,3.2,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,300"
Hotel Aurelia Pearl,4.8,patna,Breakfast ($),Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free property,NA,NA,"₹1,846"
The Hotel Bliss | Best Hotels in Patna,4.1,patna,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,450"
The AVR Hotel,4.1,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,"₹2,438"
"RADHE Guest House - Danapur, Patna",NA,patna,House,Sleeps 20,10 beds,Air conditioning,Balcony,Crib,Heating,Kitchen,Smoke-free,₹503
Super OYO Townhouse OAK Holiday Grand,3.3,patna,Apartment,Sleeps 7,Air conditioning,Kitchen,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator,"₹1,553"
Hotel Windsor,3.9,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,536"
"Lemon Tree Premier, Patna",4.1,patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹6,882"
Treebo Trend Seven Suites,3.5,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Parking,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹2,488"
Treebo Trend Chalets,4.2,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹3,008"
Radisson Blu Hotel Nagpur,4.5,nagpur,5-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹9,361"
Regenta Central Hotel & Convention Centre,4.0,nagpur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,830"
Hotel The Embassy,4.1,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹3,395"
Airport Centre Point,4.2,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,NA
Hotel Centre Point,4.3,nagpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,681"
"The Legend Inn, Nagpur",4.0,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,276"
"Royal Karhandla Resort, Nagpur Office",4.4,nagpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,NA
Orange Tree Hotels,4.4,nagpur,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,NA,"₹3,042"
Octave Parkland Suites,4.3,nagpur,Breakfast ($),Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,099"
MTDC HOTEL NAGPUR,4.0,nagpur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Business center,NA,NA
"RSVP NAGPUR(Restro-bar,Rooftop & Rooms)",4.0,nagpur,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Restaurant,Room service,Full-service laundry,NA,NA,"₹2,300"
Treebo Trend Chalets,4.2,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,989"
Hotel Orient Crown,3.9,nagpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen in rooms,Smoke-free property,NA,"₹1,677"
Hotel Maitrayee,4.6,nagpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,384"
Hotel Nagpur Ashok,4.0,nagpur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹5,235"
Nirvana Residency,4.7,nagpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,600"
The Paramount Hotel,4.4,nagpur,Free Wi-Fi,Parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Smoke-free property,NA,"₹1,071"
Hotel President Nagpur,4.1,nagpur,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹2,813"
Paradise Homestay Civil Lines - Deluxe Room,NA,nagpur,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Crib,Fitness center,Smoke-free,"₹3,902"
Strawberry Farm House Resort,NA,nagpur,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Crib,Fitness center,Pet-friendly,"₹2,240"
Treebo Trend The Pavilion,4.0,nagpur,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹2,966"
Treebo Trend Hotel A1,3.9,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,"₹2,689"
The Park Indore,4.7,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,272"
Pride Hotel & Convention Centre Indore,4.1,indore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹3,807"
Pride Hotel & Convention Centre Indore,4.1,indore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹3,273"
Hotel Solaris,4.0,indore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹2,259"
Sayaji Hotel Indore,4.4,indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,111"
Best Western Plus Indore,4.2,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,424"
Fairfield by Marriott Indore,4.2,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,770"
Jalsa Resort & Banquets,4.3,indore,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Kitchen in some rooms,Full-service laundry,Accessible,Kid-friendly,"₹2,921"
Radisson Blu Hotel Indore,4.5,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹6,266"
Indore Marriott Hotel,4.4,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,721"
Sheraton Grand Palace Indore,4.3,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,280"
Jardin Hotels,4.2,indore,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹2,508"
"WOW Crest, Indore - IHCL SeleQtions",4.3,indore,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,"₹5,878"
Effotel by Sayaji,4.3,indore,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹4,090"
"Hotel Meritel Grande, Indore",4.9,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen in rooms,"₹1,384"
Hotel Vrindavan Palace,4.4,indore,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹1,871"
Hotel Shri Niwas,3.7,indore,2-star hotel,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,"₹1,289"
JMC HOTEL S GRANDE INDORE,4.6,indore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen in some rooms,"₹2,239"
Chokhi Dhani Indore Booking Office,3.6,indore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Park Indore,4.7,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹5,018"
My Special House,2.9,indore,Sleeps 2,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,"₹1,020"
Astha Lakshmi Tourist Homestay,4.5,indore,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹1,428"
Treebo Trend Grand Euro,4.7,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,Kid-friendly,"₹2,570"
Sayaji Hotel Indore,4.4,indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,874"
Trident Hotel Jaipur,4.4,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹14,160"
The Lalit Jaipur,4.4,jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹12,389"
Rambagh Palace - Jaipur,4.7,jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pools,Hot tub,Air conditioning,Fitness center,Spa,NA
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,"₹2,724"
Moustache Jaipur,4.4,jaipur,2-star hotel,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,039"
Chokhi Dhani Resort,4.3,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹10,029"
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹14,190"
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Bar,Restaurant,Room service,"₹5,585"
Jaipur Marriott Hotel,4.5,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,840"
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹16,992"
The Lalit Jaipur,4.4,jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹7,381"
Hotel Rajasthan Palace,4.7,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹5,479"
WelcomHeritage Traditional Haveli,4.5,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹4,704"
Hilton Jaipur,4.4,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,885"
"Lemon Tree Premier, Jaipur",4.3,jaipur,4-star hotel,Breakfast ($),Wi-Fi ($),Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹3,920"
Hotel Grand Lotus Inn,4.7,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,489"
"Jai Mahal Palace, Jaipur",4.7,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹34,173"
Chokhi Dhani Resort,4.3,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹8,388"
Dera Jaipur,4.5,jaipur,Sleeps 17,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹8,400"
Blue Beds Jaipur,4.4,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Parking ($),Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹1,858"
Hotel Royal Orchid Jaipur,4.3,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Outdoor pool,Hot tub,Air conditioning,Fitness center,Restaurant,"₹6,011"
Ginger Jaipur,4.1,jaipur,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,135"
Pride Amber Vilas Resort & Convention Centre,4.2,jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹7,951"
Sureli Haveli Jaipur,3.8,jaipur,Sleeps 2,1 bedroom,Paid parking,No outdoor grill,Not pet-friendly,Not smoke-free,Not wheelchair accessible,NA,NA,"₹1,415"
ibis Nashik,4.4,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,"₹2,911"
Treebo Trend Abode,4.0,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹3,271"
Birla Ayurveda Stay Centre,4.1,nashik,Sleeps 6,2 bedrooms,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,"₹1,482"
ibis Nashik,4.4,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,"₹2,872"
Raghunandan Resort,4.2,nashik,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,195"
The Emerald Park,4.0,nashik,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹3,190"
The Gateway Hotel Ambad Nashik,4.6,nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹12,980"
"Enrise by Sayaji - Nashik, Best Banquet Hotel",4.2,nashik,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹3,489"
"Hotel Royale Heritage, Nashik",3.8,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,"₹1,242"
Courtyard by Marriott Nashik,4.4,nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹9,735"
Ginger Nashik,3.8,nashik,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹3,518"
Hotel Panchavati Yatri,4.0,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,934"
Caves County,4.1,nashik,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Full-service laundry,NA,NA,NA,"₹4,021"
Hotel Rama Heritage,4.1,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,746"
PANCHAVATI ELITE INN,3.6,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,071"
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,"₹4,434"
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,NA,"₹4,745"
Hotel Grand Rio,4.5,nashik,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹4,016"
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,nashik,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹3,870"
Shriram Guest House,3.0,nashik,Free Wi-Fi,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,NA,₹618
Quality Inn Regency,3.8,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹3,210"
Shakuntala Farms - Rustic Farmstay with Modern Comforts - Villa with Garden View,NA,nashik,Villa,Sleeps 11,3 bedrooms,3 bathrooms,9 beds,Air conditioning,Balcony,Kid-friendly,Crib,"₹16,944"
"Treebo Trend The Utsav, Nashik",4.6,nashik,Free breakfast,Free Wi-Fi,Parking ($),Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,968"
Itsy by Treebo - Oasis Pride,4.0,nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Accessible,Kid-friendly,"₹2,217"
